"","test_round","subj","stim","response","emotion","correct","rt"
"891",1,1714,"img/Rafd090_05_Caucasian_male_fearful_frontal.jpg",5,4,0,0.484402895
"892",1,1714,"img/Rafd090_07_Caucasian_male_contemptuous_frontal.jpg",6,2,0,0.995203018
"893",1,1714,"img/Rafd090_10_Caucasian_male_disgusted_frontal.jpg",7,3,0,0.223540068
"894",1,1714,"img/Rafd090_14_Caucasian_female_angry_frontal.jpg",1,1,1,2.609181881
"895",1,1714,"img/Rafd090_14_Caucasian_female_contemptuous_frontal.jpg",2,2,1,3.760821104
"896",1,1714,"img/Rafd090_04_Caucasian_female_disgusted_frontal.jpg",3,3,1,0.457943916
"897",1,1714,"img/Rafd090_07_Caucasian_male_disgusted_frontal.jpg",5,3,0,0.377828121
"898",1,1714,"img/Rafd090_10_Caucasian_male_happy_frontal.jpg",4,5,0,0.457075834
"899",1,1714,"img/Rafd090_10_Caucasian_male_angry_frontal.jpg",2,1,0,0.763648033
"900",1,1714,"img/Rafd090_08_Caucasian_female_sad_frontal.jpg",4,6,0,0.673254013
"901",1,1714,"img/Rafd090_04_Caucasian_female_sad_frontal.jpg",7,6,0,0.428070068
"902",1,1714,"img/Rafd090_05_Caucasian_male_happy_frontal.jpg",5,5,1,0.743263006
"903",1,1714,"img/Rafd090_02_Caucasian_female_contemptuous_frontal.jpg",4,2,0,0.243279934
"904",1,1714,"img/Rafd090_10_Caucasian_male_contemptuous_frontal.jpg",3,2,0,0.305113077
"905",1,1714,"img/Rafd090_09_Caucasian_male_disgusted_frontal.jpg",2,3,0,0.283676863
"906",1,1714,"img/Rafd090_02_Caucasian_female_surprised_frontal.jpg",1,7,0,0.775684834
"907",1,1714,"img/Rafd090_14_Caucasian_female_disgusted_frontal.jpg",6,3,0,0.300195932
"908",1,1714,"img/Rafd090_03_Caucasian_male_happy_frontal.jpg",5,5,1,0.325759888
"909",1,1714,"img/Rafd090_12_Caucasian_female_contemptuous_frontal.jpg",4,2,0,0.06906414
"910",1,1714,"img/Rafd090_10_Caucasian_male_fearful_frontal.jpg",3,4,0,1.299108982
"911",1,1821,"img/Rafd090_04_Caucasian_female_angry_frontal.jpg",3,1,0,5.347357988
"912",1,1821,"img/Rafd090_02_Caucasian_female_angry_frontal.jpg",7,1,0,2.386924028
"913",1,1821,"img/Rafd090_09_Caucasian_male_angry_frontal.jpg",1,1,1,1.599920988
"914",1,1821,"img/Rafd090_05_Caucasian_male_sad_frontal.jpg",7,6,0,2.958329201
"915",1,1821,"img/Rafd090_05_Caucasian_male_happy_frontal.jpg",5,5,1,2.640916109
"916",1,1821,"img/Rafd090_04_Caucasian_female_disgusted_frontal.jpg",3,3,1,3.225765944
"917",1,1821,"img/Rafd090_02_Caucasian_female_sad_frontal.jpg",6,6,1,2.640316963
"918",1,1821,"img/Rafd090_02_Caucasian_female_fearful_frontal.jpg",4,4,1,3.973020077
"919",1,1821,"img/Rafd090_08_Caucasian_female_surprised_frontal.jpg",4,7,0,1.593854904
"920",1,1821,"img/Rafd090_04_Caucasian_female_fearful_frontal.jpg",4,4,1,1.871750116
"921",1,1821,"img/Rafd090_04_Caucasian_female_happy_frontal.jpg",5,5,1,3.570394039
"922",1,1821,"img/Rafd090_02_Caucasian_female_surprised_frontal.jpg",7,7,1,3.171325922
"923",1,1821,"img/Rafd090_07_Caucasian_male_disgusted_frontal.jpg",2,3,0,3.475306034
"924",1,1821,"img/Rafd090_08_Caucasian_female_happy_frontal.jpg",5,5,1,1.887405157
"925",1,1821,"img/Rafd090_07_Caucasian_male_fearful_frontal.jpg",1,4,0,3.474581957
"926",1,1821,"img/Rafd090_10_Caucasian_male_surprised_frontal.jpg",7,7,1,1.295655966
"927",1,1821,"img/Rafd090_09_Caucasian_male_sad_frontal.jpg",6,6,1,3.941617966
"928",1,1821,"img/Rafd090_09_Caucasian_male_happy_frontal.jpg",5,5,1,2.5516119
"929",1,1821,"img/Rafd090_14_Caucasian_female_contemptuous_frontal.jpg",7,2,0,6.949702024
"930",1,1821,"img/Rafd090_04_Caucasian_female_contemptuous_frontal.jpg",2,2,1,5.880126953
"931",1,1821,"img/Rafd090_12_Caucasian_female_angry_frontal.jpg",2,1,0,1.177246094
"932",1,1821,"img/Rafd090_12_Caucasian_female_happy_frontal.jpg",5,5,1,5.308434963
"933",1,1821,"img/Rafd090_02_Caucasian_female_disgusted_frontal.jpg",1,3,0,2.068773985
"934",1,1821,"img/Rafd090_09_Caucasian_male_surprised_frontal.jpg",7,7,1,0.656519175
"935",1,1821,"img/Rafd090_14_Caucasian_female_sad_frontal.jpg",6,6,1,3.602399111
"936",1,1821,"img/Rafd090_14_Caucasian_female_surprised_frontal.jpg",7,7,1,0.464040995
"937",1,1821,"img/Rafd090_04_Caucasian_female_sad_frontal.jpg",6,6,1,2.670703888
"938",1,1821,"img/Rafd090_12_Caucasian_female_fearful_frontal.jpg",4,4,1,3.489339113
"939",1,1821,"img/Rafd090_07_Caucasian_male_angry_frontal.jpg",1,1,1,1.108088017
"940",1,1821,"img/Rafd090_14_Caucasian_female_happy_frontal.jpg",5,5,1,2.84803009
"941",1,1821,"img/Rafd090_05_Caucasian_male_fearful_frontal.jpg",4,4,1,6.864241123
"942",1,1821,"img/Rafd090_08_Caucasian_female_disgusted_frontal.jpg",2,3,0,1.851995945
"943",1,1821,"img/Rafd090_05_Caucasian_male_surprised_frontal.jpg",7,7,1,0.568289995
"944",1,1821,"img/Rafd090_03_Caucasian_male_contemptuous_frontal.jpg",7,2,0,2.45579505
"945",1,1821,"img/Rafd090_07_Caucasian_male_surprised_frontal.jpg",7,7,1,0.552442074
"946",1,1821,"img/Rafd090_10_Caucasian_male_fearful_frontal.jpg",4,4,1,1.838704109
"947",1,1821,"img/Rafd090_09_Caucasian_male_fearful_frontal.jpg",4,4,1,0.49729991
"948",1,1821,"img/Rafd090_03_Caucasian_male_happy_frontal.jpg",5,5,1,2.250232935
"949",1,1821,"img/Rafd090_12_Caucasian_female_contemptuous_frontal.jpg",2,2,1,3.730389833
"950",1,1821,"img/Rafd090_03_Caucasian_male_disgusted_frontal.jpg",2,3,0,1.765241146
"951",1,1821,"img/Rafd090_14_Caucasian_female_angry_frontal.jpg",1,1,1,0.9734869
"952",1,1821,"img/Rafd090_05_Caucasian_male_contemptuous_frontal.jpg",3,2,0,2.834514856
"953",1,1821,"img/Rafd090_05_Caucasian_male_angry_frontal.jpg",1,1,1,3.229033947
"954",1,1821,"img/Rafd090_02_Caucasian_female_happy_frontal.jpg",5,5,1,1.690467119
"955",1,1821,"img/Rafd090_09_Caucasian_male_contemptuous_frontal.jpg",2,2,1,9.835414886
"956",1,1821,"img/Rafd090_03_Caucasian_male_surprised_frontal.jpg",7,7,1,0.483124971
"957",1,1821,"img/Rafd090_10_Caucasian_male_disgusted_frontal.jpg",1,3,0,1.523993969
"958",1,1821,"img/Rafd090_12_Caucasian_female_sad_frontal.jpg",6,6,1,4.317821026
"959",1,1821,"img/Rafd090_02_Caucasian_female_contemptuous_frontal.jpg",7,2,0,7.668648958
"960",1,1821,"img/Rafd090_07_Caucasian_male_sad_frontal.jpg",6,6,1,1.621430159
"961",1,1821,"img/Rafd090_12_Caucasian_female_surprised_frontal.jpg",7,7,1,0.717181921
"962",1,1821,"img/Rafd090_05_Caucasian_male_disgusted_frontal.jpg",3,3,1,2.283406019
"963",1,1821,"img/Rafd090_10_Caucasian_male_contemptuous_frontal.jpg",3,2,0,2.701611042
"964",1,1821,"img/Rafd090_08_Caucasian_female_fearful_frontal.jpg",4,4,1,2.603760004
"965",1,1821,"img/Rafd090_10_Caucasian_male_happy_frontal.jpg",5,5,1,0.41525507
"966",1,1821,"img/Rafd090_10_Caucasian_male_sad_frontal.jpg",6,6,1,1.035320044
"967",1,1821,"img/Rafd090_03_Caucasian_male_fearful_frontal.jpg",4,4,1,1.146901131
"968",1,1821,"img/Rafd090_08_Caucasian_female_angry_frontal.jpg",1,1,1,1.733515024
"969",1,1821,"img/Rafd090_08_Caucasian_female_contemptuous_frontal.jpg",3,2,0,1.263727903
"970",1,1821,"img/Rafd090_14_Caucasian_female_fearful_frontal.jpg",4,4,1,1.261652946
"971",1,1821,"img/Rafd090_08_Caucasian_female_sad_frontal.jpg",6,6,1,1.497272968
"972",1,1821,"img/Rafd090_09_Caucasian_male_disgusted_frontal.jpg",3,3,1,3.032347918
"973",1,1821,"img/Rafd090_10_Caucasian_male_angry_frontal.jpg",2,1,0,2.062268972
"974",1,1821,"img/Rafd090_12_Caucasian_female_disgusted_frontal.jpg",1,3,0,2.216624022
"975",1,1821,"img/Rafd090_07_Caucasian_male_contemptuous_frontal.jpg",3,2,0,2.601152897
"976",1,1821,"img/Rafd090_04_Caucasian_female_surprised_frontal.jpg",7,7,1,0.502149105
"977",1,1821,"img/Rafd090_03_Caucasian_male_sad_frontal.jpg",6,6,1,2.630367994
"978",1,1821,"img/Rafd090_07_Caucasian_male_happy_frontal.jpg",5,5,1,2.960943937
"979",1,1821,"img/Rafd090_14_Caucasian_female_disgusted_frontal.jpg",1,3,0,2.218997955
"980",1,1821,"img/Rafd090_03_Caucasian_male_angry_frontal.jpg",2,1,0,3.003513098
"981",1,2081,"img/Rafd090_03_Caucasian_male_angry_frontal.jpg",7,1,0,4.997843027
"982",1,2081,"img/Rafd090_08_Caucasian_female_angry_frontal.jpg",3,1,0,7.87804389
"983",1,2081,"img/Rafd090_03_Caucasian_male_fearful_frontal.jpg",4,4,1,3.392424107
"984",1,2081,"img/Rafd090_09_Caucasian_male_sad_frontal.jpg",6,6,1,2.606158972
"985",1,2081,"img/Rafd090_07_Caucasian_male_contemptuous_frontal.jpg",2,2,1,7.537081003
"986",1,2081,"img/Rafd090_12_Caucasian_female_happy_frontal.jpg",5,5,1,2.238688946
"987",1,2081,"img/Rafd090_02_Caucasian_female_sad_frontal.jpg",7,6,0,5.849176168
"988",1,2081,"img/Rafd090_05_Caucasian_male_fearful_frontal.jpg",7,4,0,3.226685047
"989",1,2081,"img/Rafd090_12_Caucasian_female_disgusted_frontal.jpg",3,3,1,1.833415985
"990",1,2081,"img/Rafd090_14_Caucasian_female_surprised_frontal.jpg",4,7,0,4.448197842
"991",1,2081,"img/Rafd090_07_Caucasian_male_angry_frontal.jpg",3,1,0,8.211091995
"992",1,2081,"img/Rafd090_09_Caucasian_male_disgusted_frontal.jpg",1,3,0,1.810003042
"993",1,2081,"img/Rafd090_03_Caucasian_male_contemptuous_frontal.jpg",2,2,1,5.367686987
"994",1,2081,"img/Rafd090_05_Caucasian_male_happy_frontal.jpg",5,5,1,2.553108931
"995",1,2081,"img/Rafd090_14_Caucasian_female_happy_frontal.jpg",5,5,1,2.618489981
"996",1,2081,"img/Rafd090_10_Caucasian_male_happy_frontal.jpg",5,5,1,1.463841915
"997",1,2081,"img/Rafd090_07_Caucasian_male_surprised_frontal.jpg",7,7,1,2.111528873
"998",1,2081,"img/Rafd090_05_Caucasian_male_angry_frontal.jpg",1,1,1,2.37707305
"999",1,2081,"img/Rafd090_08_Caucasian_female_happy_frontal.jpg",5,5,1,1.942849159
"1000",1,2081,"img/Rafd090_03_Caucasian_male_happy_frontal.jpg",5,5,1,5.804433107
"1001",1,2081,"img/Rafd090_09_Caucasian_male_surprised_frontal.jpg",6,7,0,9.21032095
"1002",1,2081,"img/Rafd090_10_Caucasian_male_disgusted_frontal.jpg",2,3,0,36.21343303
"1003",1,2081,"img/Rafd090_02_Caucasian_female_fearful_frontal.jpg",3,4,0,3.344290018
"1004",1,2081,"img/Rafd090_08_Caucasian_female_fearful_frontal.jpg",7,4,0,1.653538942
"1005",1,2081,"img/Rafd090_04_Caucasian_female_contemptuous_frontal.jpg",7,2,0,2.602172852
"1006",1,2081,"img/Rafd090_03_Caucasian_male_sad_frontal.jpg",6,6,1,1.427829981
"1007",1,2081,"img/Rafd090_10_Caucasian_male_sad_frontal.jpg",3,6,0,2.586951017
"1008",1,2081,"img/Rafd090_03_Caucasian_male_disgusted_frontal.jpg",2,3,0,5.379791975
"1009",1,2081,"img/Rafd090_04_Caucasian_female_surprised_frontal.jpg",7,7,1,3.410122156
"1010",1,2081,"img/Rafd090_08_Caucasian_female_surprised_frontal.jpg",7,7,1,1.304126978
"1011",1,2081,"img/Rafd090_04_Caucasian_female_sad_frontal.jpg",2,6,0,4.422933102
"1012",1,2081,"img/Rafd090_09_Caucasian_male_fearful_frontal.jpg",4,4,1,5.737874031
"1013",1,2081,"img/Rafd090_07_Caucasian_male_sad_frontal.jpg",3,6,0,2.738801956
"1014",1,2081,"img/Rafd090_09_Caucasian_male_angry_frontal.jpg",7,1,0,3.07183814
"1015",1,2081,"img/Rafd090_02_Caucasian_female_happy_frontal.jpg",5,5,1,1.768278122
"1016",1,2081,"img/Rafd090_05_Caucasian_male_surprised_frontal.jpg",7,7,1,1.943931103
"1017",1,2081,"img/Rafd090_14_Caucasian_female_angry_frontal.jpg",2,1,0,7.542697191
"1018",1,2081,"img/Rafd090_07_Caucasian_male_happy_frontal.jpg",5,5,1,1.78947401
"1019",1,2081,"img/Rafd090_02_Caucasian_female_contemptuous_frontal.jpg",2,2,1,1.842780113
"1020",1,2081,"img/Rafd090_10_Caucasian_male_surprised_frontal.jpg",4,7,0,4.897917986
"1021",1,2081,"img/Rafd090_14_Caucasian_female_fearful_frontal.jpg",7,4,0,1.692404985
"1022",1,2081,"img/Rafd090_14_Caucasian_female_contemptuous_frontal.jpg",2,2,1,9.944343805
"1023",1,2081,"img/Rafd090_08_Caucasian_female_sad_frontal.jpg",2,6,0,1.839311123
"1024",1,2081,"img/Rafd090_02_Caucasian_female_surprised_frontal.jpg",4,7,0,2.566206932
"1025",1,2081,"img/Rafd090_10_Caucasian_male_fearful_frontal.jpg",7,4,0,2.552194834
"1026",1,2081,"img/Rafd090_08_Caucasian_female_disgusted_frontal.jpg",3,3,1,1.745682955
"1027",1,2081,"img/Rafd090_05_Caucasian_male_contemptuous_frontal.jpg",2,2,1,12.8334918
"1028",1,2081,"img/Rafd090_02_Caucasian_female_angry_frontal.jpg",2,1,0,2.527191162
"1029",1,2081,"img/Rafd090_04_Caucasian_female_fearful_frontal.jpg",1,4,0,6.950921059
"1030",1,2081,"img/Rafd090_04_Caucasian_female_disgusted_frontal.jpg",3,3,1,1.431936979
"1031",1,2081,"img/Rafd090_05_Caucasian_male_sad_frontal.jpg",2,6,0,7.519010067
"1032",1,2081,"img/Rafd090_09_Caucasian_male_happy_frontal.jpg",5,5,1,1.662070036
"1033",1,2081,"img/Rafd090_08_Caucasian_female_contemptuous_frontal.jpg",2,2,1,6.757725
"1034",1,2081,"img/Rafd090_02_Caucasian_female_disgusted_frontal.jpg",3,3,1,1.376900911
"1035",1,2081,"img/Rafd090_12_Caucasian_female_fearful_frontal.jpg",4,4,1,1.370209932
"1036",1,2081,"img/Rafd090_10_Caucasian_male_contemptuous_frontal.jpg",2,2,1,1.36382699
"1037",1,2081,"img/Rafd090_10_Caucasian_male_angry_frontal.jpg",7,1,0,2.957823992
"1038",1,2081,"img/Rafd090_12_Caucasian_female_angry_frontal.jpg",1,1,1,2.125968933
"1039",1,2081,"img/Rafd090_12_Caucasian_female_surprised_frontal.jpg",7,7,1,1.041671038
"1040",1,2081,"img/Rafd090_14_Caucasian_female_disgusted_frontal.jpg",3,3,1,2.816284895
"1041",1,2081,"img/Rafd090_14_Caucasian_female_sad_frontal.jpg",7,6,0,1.599524975
"1042",1,2081,"img/Rafd090_07_Caucasian_male_fearful_frontal.jpg",4,4,1,1.735725164
"1043",1,2081,"img/Rafd090_03_Caucasian_male_surprised_frontal.jpg",7,7,1,1.537106991
"1044",1,2081,"img/Rafd090_12_Caucasian_female_contemptuous_frontal.jpg",2,2,1,1.218940973
"1045",1,2081,"img/Rafd090_12_Caucasian_female_sad_frontal.jpg",4,6,0,2.189018011
"1046",1,2081,"img/Rafd090_09_Caucasian_male_contemptuous_frontal.jpg",3,2,0,2.715283871
"1047",1,2081,"img/Rafd090_04_Caucasian_female_angry_frontal.jpg",2,1,0,1.088336945
"1048",1,2081,"img/Rafd090_04_Caucasian_female_happy_frontal.jpg",5,5,1,2.565660954
"1049",1,2081,"img/Rafd090_05_Caucasian_male_disgusted_frontal.jpg",2,3,0,1.635149002
"1050",1,2081,"img/Rafd090_07_Caucasian_male_disgusted_frontal.jpg",3,3,1,7.574203968
"1051",1,3119,"img/Rafd090_05_Caucasian_male_contemptuous_frontal.jpg",4,2,0,5.120051861
"1052",1,3119,"img/Rafd090_05_Caucasian_male_disgusted_frontal.jpg",3,3,1,3.059206963
"1053",1,3119,"img/Rafd090_10_Caucasian_male_contemptuous_frontal.jpg",6,2,0,2.329519033
"1054",1,3119,"img/Rafd090_02_Caucasian_female_happy_frontal.jpg",5,5,1,1.554621935
"1055",1,3119,"img/Rafd090_14_Caucasian_female_sad_frontal.jpg",6,6,1,1.856647968
"1056",1,3119,"img/Rafd090_05_Caucasian_male_sad_frontal.jpg",1,6,0,3.579032898
"1057",1,3119,"img/Rafd090_08_Caucasian_female_angry_frontal.jpg",2,1,0,4.918523073
"1058",1,3119,"img/Rafd090_03_Caucasian_male_sad_frontal.jpg",6,6,1,1.31279707
"1059",1,3119,"img/Rafd090_04_Caucasian_female_fearful_frontal.jpg",7,4,0,2.367321968
"1060",1,3119,"img/Rafd090_05_Caucasian_male_happy_frontal.jpg",5,5,1,2.047348022
"1061",1,3119,"img/Rafd090_08_Caucasian_female_disgusted_frontal.jpg",3,3,1,1.690901041
"1062",1,3119,"img/Rafd090_10_Caucasian_male_surprised_frontal.jpg",4,7,0,3.643723011
"1063",1,3119,"img/Rafd090_03_Caucasian_male_contemptuous_frontal.jpg",2,2,1,4.893023968
"1064",1,3119,"img/Rafd090_08_Caucasian_female_happy_frontal.jpg",5,5,1,1.488589048
"1065",1,3119,"img/Rafd090_08_Caucasian_female_contemptuous_frontal.jpg",6,2,0,1.664005995
"1066",1,3119,"img/Rafd090_14_Caucasian_female_fearful_frontal.jpg",7,4,0,1.440850019
"1067",1,3119,"img/Rafd090_08_Caucasian_female_sad_frontal.jpg",2,6,0,1.419041872
"1068",1,3119,"img/Rafd090_14_Caucasian_female_happy_frontal.jpg",5,5,1,1.613481998
"1069",1,3119,"img/Rafd090_05_Caucasian_male_angry_frontal.jpg",2,1,0,1.769263029
"1070",1,3119,"img/Rafd090_10_Caucasian_male_fearful_frontal.jpg",1,4,0,1.726921082
"1071",1,3119,"img/Rafd090_12_Caucasian_female_surprised_frontal.jpg",7,7,1,1.101722002
"1072",1,3119,"img/Rafd090_02_Caucasian_female_fearful_frontal.jpg",3,4,0,1.643926859
"1073",1,3119,"img/Rafd090_07_Caucasian_male_surprised_frontal.jpg",7,7,1,0.622055769
"1074",1,3119,"img/Rafd090_03_Caucasian_male_disgusted_frontal.jpg",1,3,0,1.309572935
"1075",1,3119,"img/Rafd090_14_Caucasian_female_contemptuous_frontal.jpg",6,2,0,2.940090895
"1076",1,3119,"img/Rafd090_10_Caucasian_male_sad_frontal.jpg",2,6,0,1.751033068
"1077",1,3119,"img/Rafd090_09_Caucasian_male_angry_frontal.jpg",1,1,1,1.276875019
"1078",1,3119,"img/Rafd090_12_Caucasian_female_sad_frontal.jpg",4,6,0,1.900249004
"1079",1,3119,"img/Rafd090_03_Caucasian_male_happy_frontal.jpg",6,5,0,3.094887972
"1080",1,3119,"img/Rafd090_05_Caucasian_male_surprised_frontal.jpg",4,7,0,2.003785849
"1081",1,3119,"img/Rafd090_08_Caucasian_female_surprised_frontal.jpg",7,7,1,1.312458038
"1082",1,3119,"img/Rafd090_03_Caucasian_male_fearful_frontal.jpg",7,4,0,4.14300704
"1083",1,3119,"img/Rafd090_12_Caucasian_female_happy_frontal.jpg",5,5,1,1.590054989
"1084",1,3119,"img/Rafd090_02_Caucasian_female_disgusted_frontal.jpg",4,3,0,2.531587124
"1085",1,3119,"img/Rafd090_03_Caucasian_male_surprised_frontal.jpg",7,7,1,1.141657114
"1086",1,3119,"img/Rafd090_10_Caucasian_male_happy_frontal.jpg",5,5,1,1.786945105
"1087",1,3119,"img/Rafd090_07_Caucasian_male_angry_frontal.jpg",2,1,0,1.351482868
"1088",1,3119,"img/Rafd090_14_Caucasian_female_disgusted_frontal.jpg",2,3,0,1.244386911
"1089",1,3119,"img/Rafd090_05_Caucasian_male_fearful_frontal.jpg",7,4,0,1.700836897
"1090",1,3119,"img/Rafd090_04_Caucasian_female_contemptuous_frontal.jpg",1,2,0,1.469928026
"1091",1,3119,"img/Rafd090_07_Caucasian_male_contemptuous_frontal.jpg",2,2,1,2.518896818
"1092",1,3119,"img/Rafd090_12_Caucasian_female_contemptuous_frontal.jpg",6,2,0,2.016796827
"1093",1,3119,"img/Rafd090_10_Caucasian_male_angry_frontal.jpg",1,1,1,0.837594986
"1094",1,3119,"img/Rafd090_04_Caucasian_female_surprised_frontal.jpg",4,7,0,2.613468885
"1095",1,3119,"img/Rafd090_07_Caucasian_male_happy_frontal.jpg",5,5,1,1.348629951
"1096",1,3119,"img/Rafd090_02_Caucasian_female_angry_frontal.jpg",7,1,0,1.601361036
"1097",1,3119,"img/Rafd090_04_Caucasian_female_disgusted_frontal.jpg",2,3,0,1.453367949
"1098",1,3119,"img/Rafd090_04_Caucasian_female_angry_frontal.jpg",3,1,0,2.471081972
"1099",1,3119,"img/Rafd090_02_Caucasian_female_sad_frontal.jpg",1,6,0,1.706883907
"1100",1,3119,"img/Rafd090_12_Caucasian_female_angry_frontal.jpg",6,1,0,2.586699009
"1101",1,3119,"img/Rafd090_09_Caucasian_male_sad_frontal.jpg",3,6,0,2.243989944
"1102",1,3119,"img/Rafd090_04_Caucasian_female_happy_frontal.jpg",5,5,1,1.847604036
"1103",1,3119,"img/Rafd090_02_Caucasian_female_surprised_frontal.jpg",7,7,1,1.770719051
"1104",1,3119,"img/Rafd090_12_Caucasian_female_fearful_frontal.jpg",6,4,0,1.823781967
"1105",1,3119,"img/Rafd090_14_Caucasian_female_surprised_frontal.jpg",7,7,1,0.963404179
"1106",1,3119,"img/Rafd090_09_Caucasian_male_contemptuous_frontal.jpg",2,2,1,1.078156948
"1107",1,3119,"img/Rafd090_08_Caucasian_female_fearful_frontal.jpg",4,4,1,1.388816118
"1108",1,3119,"img/Rafd090_14_Caucasian_female_angry_frontal.jpg",2,1,0,2.656373024
"1109",1,3119,"img/Rafd090_12_Caucasian_female_disgusted_frontal.jpg",3,3,1,1.469455957
"1110",1,3119,"img/Rafd090_10_Caucasian_male_disgusted_frontal.jpg",3,3,1,1.30279088
"1111",1,3119,"img/Rafd090_02_Caucasian_female_contemptuous_frontal.jpg",6,2,0,2.333710909
"1112",1,3119,"img/Rafd090_09_Caucasian_male_surprised_frontal.jpg",6,7,0,4.40912199
"1113",1,3119,"img/Rafd090_07_Caucasian_male_disgusted_frontal.jpg",3,3,1,1.949996948
"1114",1,3119,"img/Rafd090_04_Caucasian_female_sad_frontal.jpg",4,6,0,5.397393942
"1115",1,3119,"img/Rafd090_03_Caucasian_male_angry_frontal.jpg",2,1,0,1.654914141
"1116",1,3119,"img/Rafd090_07_Caucasian_male_sad_frontal.jpg",1,6,0,1.151983976
"1117",1,3119,"img/Rafd090_09_Caucasian_male_disgusted_frontal.jpg",3,3,1,1.30838418
"1118",1,3119,"img/Rafd090_07_Caucasian_male_fearful_frontal.jpg",7,4,0,2.202852964
"1119",1,3119,"img/Rafd090_09_Caucasian_male_happy_frontal.jpg",5,5,1,1.968052149
"1120",1,3119,"img/Rafd090_09_Caucasian_male_fearful_frontal.jpg",4,4,1,1.96779108
"1121",1,3120,"img\Rafd090_05_Caucasian_male_surprised_frontal.jpg",7,7,1,5.501679377
"1122",1,3120,"img\Rafd090_04_Caucasian_female_angry_frontal.jpg",1,1,1,3.458038427
"1123",1,3120,"img\Rafd090_12_Caucasian_female_angry_frontal.jpg",1,1,1,0.780516235
"1124",1,3120,"img\Rafd090_05_Caucasian_male_happy_frontal.jpg",5,5,1,1.833718298
"1125",1,3120,"img\Rafd090_03_Caucasian_male_fearful_frontal.jpg",4,4,1,2.916935442
"1126",1,3120,"img\Rafd090_03_Caucasian_male_disgusted_frontal.jpg",3,3,1,1.516888966
"1127",1,3120,"img\Rafd090_03_Caucasian_male_surprised_frontal.jpg",7,7,1,1.308737616
"1128",1,3120,"img\Rafd090_04_Caucasian_female_disgusted_frontal.jpg",7,3,0,7.901146774
"1129",1,3120,"img\Rafd090_09_Caucasian_male_angry_frontal.jpg",1,1,1,2.860132446
"1130",1,3120,"img\Rafd090_04_Caucasian_female_fearful_frontal.jpg",7,4,0,3.814029591
"1131",1,3120,"img\Rafd090_09_Caucasian_male_disgusted_frontal.jpg",1,3,0,1.509298404
"1132",1,3120,"img\Rafd090_08_Caucasian_female_fearful_frontal.jpg",2,4,0,0.823791352
"1133",1,3120,"img\Rafd090_02_Caucasian_female_surprised_frontal.jpg",6,7,0,1.130277044
"1134",1,3120,"img\Rafd090_05_Caucasian_male_fearful_frontal.jpg",7,4,0,1.111523917
"1135",1,3120,"img\Rafd090_12_Caucasian_female_fearful_frontal.jpg",5,4,0,2.870814388
"1136",1,3120,"img\Rafd090_02_Caucasian_female_fearful_frontal.jpg",2,4,0,0.832504144
"1137",1,3120,"img\Rafd090_14_Caucasian_female_sad_frontal.jpg",1,6,0,0.666648002
"1138",1,3120,"img\Rafd090_12_Caucasian_female_happy_frontal.jpg",5,5,1,1.361962543
"1139",1,3120,"img\Rafd090_10_Caucasian_male_contemptuous_frontal.jpg",2,2,1,1.430808621
"1140",1,3120,"img\Rafd090_05_Caucasian_male_sad_frontal.jpg",2,6,0,0.104001949
"1141",1,3120,"img\Rafd090_07_Caucasian_male_happy_frontal.jpg",5,5,1,1.999260402
"1142",1,3120,"img\Rafd090_14_Caucasian_female_happy_frontal.jpg",5,5,1,2.127090473
"1143",1,3120,"img\Rafd090_02_Caucasian_female_contemptuous_frontal.jpg",6,2,0,0.115606872
"1144",1,3120,"img\Rafd090_07_Caucasian_male_disgusted_frontal.jpg",2,3,0,1.002959325
"1145",1,3120,"img\Rafd090_04_Caucasian_female_contemptuous_frontal.jpg",6,2,0,0.566797601
"1146",1,3120,"img\Rafd090_03_Caucasian_male_angry_frontal.jpg",6,1,0,0.476688897
"1147",1,3120,"img\Rafd090_02_Caucasian_female_happy_frontal.jpg",5,5,1,1.717888847
"1148",1,3120,"img\Rafd090_04_Caucasian_female_surprised_frontal.jpg",7,7,1,1.221213071
"1149",1,3120,"img\Rafd090_14_Caucasian_female_disgusted_frontal.jpg",2,3,0,7.238945226
"1150",1,3120,"img\Rafd090_03_Caucasian_male_happy_frontal.jpg",5,5,1,1.656770518
"1151",1,3120,"img\Rafd090_08_Caucasian_female_surprised_frontal.jpg",1,7,0,1.323167943
"1152",1,3120,"img\Rafd090_08_Caucasian_female_happy_frontal.jpg",5,5,1,3.179289295
"1153",1,3120,"img\Rafd090_07_Caucasian_male_contemptuous_frontal.jpg",2,2,1,0.957638531
"1154",1,3120,"img\Rafd090_09_Caucasian_male_fearful_frontal.jpg",2,4,0,1.358197359
"1155",1,3120,"img\Rafd090_07_Caucasian_male_sad_frontal.jpg",1,6,0,1.286048521
"1156",1,3120,"img\Rafd090_08_Caucasian_female_sad_frontal.jpg",2,6,0,0.589973384
"1157",1,3120,"img\Rafd090_04_Caucasian_female_sad_frontal.jpg",3,6,0,2.882473906
"1158",1,3120,"img\Rafd090_09_Caucasian_male_contemptuous_frontal.jpg",2,2,1,1.187249423
"1159",1,3120,"img\Rafd090_14_Caucasian_female_contemptuous_frontal.jpg",2,2,1,0.36020384
"1160",1,3120,"img\Rafd090_10_Caucasian_male_happy_frontal.jpg",5,5,1,1.598905955
