test_round,subj,stim,response,emotion,correct,rt
2,206,img/Rafd090_05_Caucasian_male_angry_frontal.jpg,1,1,1,0.8332059383392334
2,206,img/Rafd090_03_Caucasian_male_contemptuous_frontal.jpg,5,2,0,1.1153390407562256
2,206,img/Rafd090_09_Caucasian_male_surprised_frontal.jpg,7,7,1,3.3062281608581543
2,206,img/Rafd090_03_Caucasian_male_sad_frontal.jpg,6,6,1,1.1116559505462646
2,206,img/Rafd090_14_Caucasian_female_fearful_frontal.jpg,7,4,0,2.4197440147399902
2,206,img/Rafd090_10_Caucasian_male_fearful_frontal.jpg,7,4,0,4.493522882461548
2,206,img/Rafd090_14_Caucasian_female_angry_frontal.jpg,1,1,1,6.12562108039856
2,206,img/Rafd090_09_Caucasian_male_angry_frontal.jpg,1,1,1,1.2727408409118652
2,206,img/Rafd090_07_Caucasian_male_contemptuous_frontal.jpg,5,2,0,1.7433428764343262
2,206,img/Rafd090_12_Caucasian_female_disgusted_frontal.jpg,3,3,1,2.325942039489746
2,206,img/Rafd090_14_Caucasian_female_disgusted_frontal.jpg,3,3,1,4.566266059875488
2,206,img/Rafd090_04_Caucasian_female_disgusted_frontal.jpg,3,3,1,3.44372296333313
2,206,img/Rafd090_12_Caucasian_female_happy_frontal.jpg,5,5,1,1.7413249015808105
2,206,img/Rafd090_07_Caucasian_male_angry_frontal.jpg,3,1,0,15.340879917144775
2,206,img/Rafd090_05_Caucasian_male_contemptuous_frontal.jpg,5,2,0,0.7392110824584961
2,206,img/Rafd090_07_Caucasian_male_happy_frontal.jpg,3,5,0,4.685482025146484
2,206,img/Rafd090_07_Caucasian_male_disgusted_frontal.jpg,2,3,0,1.7996091842651367
2,206,img/Rafd090_04_Caucasian_female_surprised_frontal.jpg,7,7,1,0.7092099189758301
2,206,img/Rafd090_08_Caucasian_female_contemptuous_frontal.jpg,5,2,0,0.9084300994873047
2,206,img/Rafd090_07_Caucasian_male_surprised_frontal.jpg,7,7,1,0.8263339996337891
2,206,img/Rafd090_10_Caucasian_male_angry_frontal.jpg,1,1,1,6.241377115249634
2,206,img/Rafd090_12_Caucasian_female_surprised_frontal.jpg,7,7,1,1.2105910778045654
2,206,img/Rafd090_05_Caucasian_male_sad_frontal.jpg,7,6,0,2.084944009780884
2,206,img/Rafd090_05_Caucasian_male_disgusted_frontal.jpg,1,3,0,1.9892551898956299
2,206,img/Rafd090_04_Caucasian_female_contemptuous_frontal.jpg,5,2,0,0.6651928424835205
2,206,img/Rafd090_02_Caucasian_female_sad_frontal.jpg,6,6,1,1.5321500301361084
2,206,img/Rafd090_08_Caucasian_female_surprised_frontal.jpg,7,7,1,0.8858451843261719
2,206,img/Rafd090_03_Caucasian_male_fearful_frontal.jpg,4,4,1,2.0065650939941406
2,206,img/Rafd090_12_Caucasian_female_contemptuous_frontal.jpg,7,2,0,0.6907448768615723
2,206,img/Rafd090_03_Caucasian_male_disgusted_frontal.jpg,5,3,0,14.361907958984375
2,206,img/Rafd090_08_Caucasian_female_sad_frontal.jpg,6,6,1,2.1798930168151855
2,206,img/Rafd090_04_Caucasian_female_fearful_frontal.jpg,4,4,1,1.1014230251312256
2,206,img/Rafd090_02_Caucasian_female_angry_frontal.jpg,1,1,1,1.3885140419006348
2,206,img/Rafd090_03_Caucasian_male_angry_frontal.jpg,6,1,0,1.8895831108093262
2,206,img/Rafd090_02_Caucasian_female_happy_frontal.jpg,5,5,1,1.8125040531158447
2,206,img/Rafd090_14_Caucasian_female_sad_frontal.jpg,6,6,1,1.4415638446807861
2,206,img/Rafd090_02_Caucasian_female_disgusted_frontal.jpg,3,3,1,2.4943599700927734
2,206,img/Rafd090_12_Caucasian_female_sad_frontal.jpg,6,6,1,1.2934730052947998
2,206,img/Rafd090_02_Caucasian_female_surprised_frontal.jpg,7,7,1,0.8672258853912354
2,206,img/Rafd090_04_Caucasian_female_angry_frontal.jpg,2,1,0,2.1960721015930176
2,206,img/Rafd090_05_Caucasian_male_fearful_frontal.jpg,4,4,1,3.7055981159210205
2,227,img/Rafd090_02_Caucasian_female_sad_frontal.jpg,3,6,0,3.743898868560791
2,227,img/Rafd090_10_Caucasian_male_angry_frontal.jpg,2,1,0,4.965894937515259
2,227,img/Rafd090_12_Caucasian_female_angry_frontal.jpg,1,1,1,1.8407199382781982
2,227,img/Rafd090_03_Caucasian_male_surprised_frontal.jpg,7,7,1,2.6116528511047363
2,227,img/Rafd090_09_Caucasian_male_happy_frontal.jpg,5,5,1,2.050644874572754
2,227,img/Rafd090_08_Caucasian_female_contemptuous_frontal.jpg,6,2,0,3.598923921585083
2,227,img/Rafd090_03_Caucasian_male_contemptuous_frontal.jpg,6,2,0,1.4577150344848633
2,227,img/Rafd090_14_Caucasian_female_fearful_frontal.jpg,1,4,0,2.995184898376465
2,227,img/Rafd090_10_Caucasian_male_contemptuous_frontal.jpg,6,2,0,1.2368099689483643
2,227,img/Rafd090_12_Caucasian_female_fearful_frontal.jpg,4,4,1,1.8387951850891113
2,227,img/Rafd090_04_Caucasian_female_angry_frontal.jpg,1,1,1,1.249582052230835
2,227,img/Rafd090_10_Caucasian_male_disgusted_frontal.jpg,3,3,1,1.5480878353118896
2,227,img/Rafd090_05_Caucasian_male_happy_frontal.jpg,5,5,1,1.2822959423065186
2,227,img/Rafd090_05_Caucasian_male_angry_frontal.jpg,1,1,1,0.5224649906158447
2,227,img/Rafd090_12_Caucasian_female_contemptuous_frontal.jpg,6,2,0,6.918179035186768
2,227,img/Rafd090_04_Caucasian_female_happy_frontal.jpg,5,5,1,2.272555112838745
2,227,img/Rafd090_09_Caucasian_male_angry_frontal.jpg,1,1,1,0.6218149662017822
2,227,img/Rafd090_03_Caucasian_male_happy_frontal.jpg,5,5,1,1.2054951190948486
2,227,img/Rafd090_14_Caucasian_female_disgusted_frontal.jpg,3,3,1,1.7844760417938232
2,227,img/Rafd090_09_Caucasian_male_disgusted_frontal.jpg,3,3,1,1.4543240070343018
2,227,img/Rafd090_12_Caucasian_female_happy_frontal.jpg,5,5,1,1.9441840648651123
2,227,img/Rafd090_14_Caucasian_female_surprised_frontal.jpg,7,7,1,1.264112949371338
2,227,img/Rafd090_08_Caucasian_female_fearful_frontal.jpg,7,4,0,2.8647241592407227
2,227,img/Rafd090_10_Caucasian_male_fearful_frontal.jpg,1,4,0,3.887110948562622
2,227,img/Rafd090_09_Caucasian_male_surprised_frontal.jpg,7,7,1,0.775770902633667
2,227,img/Rafd090_05_Caucasian_male_sad_frontal.jpg,6,6,1,1.5140891075134277
2,227,img/Rafd090_14_Caucasian_female_sad_frontal.jpg,4,6,0,4.145586013793945
2,227,img/Rafd090_03_Caucasian_male_disgusted_frontal.jpg,3,3,1,1.3764619827270508
2,227,img/Rafd090_07_Caucasian_male_happy_frontal.jpg,5,5,1,1.1400840282440186
2,227,img/Rafd090_04_Caucasian_female_disgusted_frontal.jpg,3,3,1,1.0331909656524658
2,227,img/Rafd090_05_Caucasian_male_fearful_frontal.jpg,7,4,0,1.7703168392181396
2,227,img/Rafd090_09_Caucasian_male_sad_frontal.jpg,6,6,1,1.1121528148651123
2,227,img/Rafd090_07_Caucasian_male_fearful_frontal.jpg,4,4,1,1.765570878982544
2,227,img/Rafd090_10_Caucasian_male_surprised_frontal.jpg,7,7,1,2.572144031524658
2,227,img/Rafd090_02_Caucasian_female_angry_frontal.jpg,1,1,1,2.7968289852142334
2,227,img/Rafd090_02_Caucasian_female_fearful_frontal.jpg,4,4,1,3.7659568786621094
2,227,img/Rafd090_10_Caucasian_male_sad_frontal.jpg,6,6,1,0.9715008735656738
2,227,img/Rafd090_02_Caucasian_female_happy_frontal.jpg,5,5,1,1.1187729835510254
2,227,img/Rafd090_04_Caucasian_female_fearful_frontal.jpg,4,4,1,1.2283401489257812
2,227,img/Rafd090_08_Caucasian_female_disgusted_frontal.jpg,3,3,1,3.7180919647216797
2,227,img/Rafd090_07_Caucasian_male_angry_frontal.jpg,1,1,1,0.8454031944274902
2,227,img/Rafd090_12_Caucasian_female_disgusted_frontal.jpg,3,3,1,3.9009850025177
2,227,img/Rafd090_08_Caucasian_female_sad_frontal.jpg,2,6,0,3.1254639625549316
2,227,img/Rafd090_08_Caucasian_female_surprised_frontal.jpg,7,7,1,0.8583939075469971
2,227,img/Rafd090_08_Caucasian_female_happy_frontal.jpg,5,5,1,1.8008089065551758
2,227,img/Rafd090_10_Caucasian_male_happy_frontal.jpg,5,5,1,0.5743229389190674
2,227,img/Rafd090_09_Caucasian_male_fearful_frontal.jpg,7,4,0,0.9118659496307373
2,227,img/Rafd090_14_Caucasian_female_angry_frontal.jpg,1,1,1,0.822998046875
2,227,img/Rafd090_05_Caucasian_male_contemptuous_frontal.jpg,6,2,0,1.8578097820281982
2,227,img/Rafd090_02_Caucasian_female_surprised_frontal.jpg,7,7,1,0.7898900508880615
2,227,img/Rafd090_07_Caucasian_male_disgusted_frontal.jpg,3,3,1,0.3834669589996338
2,227,img/Rafd090_04_Caucasian_female_surprised_frontal.jpg,7,7,1,0.3443331718444824
2,227,img/Rafd090_07_Caucasian_male_contemptuous_frontal.jpg,6,2,0,0.6661238670349121
2,227,img/Rafd090_07_Caucasian_male_surprised_frontal.jpg,7,7,1,0.16046595573425293
2,227,img/Rafd090_07_Caucasian_male_sad_frontal.jpg,6,6,1,3.1370859146118164
2,227,img/Rafd090_04_Caucasian_female_sad_frontal.jpg,6,6,1,0.9494791030883789
2,227,img/Rafd090_04_Caucasian_female_contemptuous_frontal.jpg,4,2,0,3.017738103866577
2,227,img/Rafd090_03_Caucasian_male_sad_frontal.jpg,6,6,1,0.3784630298614502
2,227,img/Rafd090_08_Caucasian_female_angry_frontal.jpg,1,1,1,0.2911360263824463
2,227,img/Rafd090_09_Caucasian_male_contemptuous_frontal.jpg,6,2,0,2.9912569522857666
2,227,img/Rafd090_05_Caucasian_male_surprised_frontal.jpg,7,7,1,0.2331089973449707
2,227,img/Rafd090_12_Caucasian_female_surprised_frontal.jpg,7,7,1,0.039095163345336914
2,227,img/Rafd090_12_Caucasian_female_sad_frontal.jpg,6,6,1,2.2330009937286377
2,227,img/Rafd090_14_Caucasian_female_contemptuous_frontal.jpg,2,2,1,2.158898115158081
2,227,img/Rafd090_14_Caucasian_female_happy_frontal.jpg,5,5,1,0.541862964630127
2,227,img/Rafd090_02_Caucasian_female_disgusted_frontal.jpg,3,3,1,0.8326189517974854
2,227,img/Rafd090_02_Caucasian_female_contemptuous_frontal.jpg,2,2,1,2.6008620262145996
2,227,img/Rafd090_03_Caucasian_male_angry_frontal.jpg,1,1,1,0.5999128818511963
2,227,img/Rafd090_05_Caucasian_male_disgusted_frontal.jpg,3,3,1,1.4801490306854248
2,227,img/Rafd090_03_Caucasian_male_fearful_frontal.jpg,4,4,1,0.537060022354126
2,243,img\Rafd090_05_Caucasian_male_fearful_frontal.jpg,7,4,0,11.18695731702769
2,243,img\Rafd090_02_Caucasian_female_surprised_frontal.jpg,7,7,1,4.848110362025068
2,243,img\Rafd090_05_Caucasian_male_disgusted_frontal.jpg,2,3,0,16.170363723579726
2,243,img\Rafd090_03_Caucasian_male_contemptuous_frontal.jpg,2,2,1,3.5766694850717613
2,243,img\Rafd090_02_Caucasian_female_angry_frontal.jpg,1,1,1,2.9185172949282787
2,243,img\Rafd090_02_Caucasian_female_contemptuous_frontal.jpg,2,2,1,3.3903467758191255
2,243,img\Rafd090_14_Caucasian_female_angry_frontal.jpg,1,1,1,1.2755135656743732
2,243,img\Rafd090_04_Caucasian_female_sad_frontal.jpg,6,6,1,1.765396704519162
2,243,img\Rafd090_14_Caucasian_female_contemptuous_frontal.jpg,2,2,1,7.875187115968856
2,243,img\Rafd090_03_Caucasian_male_sad_frontal.jpg,6,6,1,1.556970513136548
2,243,img\Rafd090_12_Caucasian_female_surprised_frontal.jpg,7,7,1,4.635631080102485
2,243,img\Rafd090_07_Caucasian_male_fearful_frontal.jpg,4,4,1,7.638593671840681
2,243,img\Rafd090_12_Caucasian_female_happy_frontal.jpg,5,5,1,1.9543791669466373
2,243,img\Rafd090_02_Caucasian_female_disgusted_frontal.jpg,3,3,1,1.9215620123784447
2,243,img\Rafd090_05_Caucasian_male_sad_frontal.jpg,6,6,1,1.1774433332586796
2,243,img\Rafd090_03_Caucasian_male_happy_frontal.jpg,5,5,1,1.4226469116999851
2,243,img\Rafd090_02_Caucasian_female_happy_frontal.jpg,5,5,1,1.5865423022078176
2,243,img\Rafd090_14_Caucasian_female_fearful_frontal.jpg,4,4,1,1.6796915246266053
2,243,img\Rafd090_14_Caucasian_female_surprised_frontal.jpg,7,7,1,1.1370584809728825
2,243,img\Rafd090_07_Caucasian_male_angry_frontal.jpg,1,1,1,2.9443080348810327
2,243,img\Rafd090_04_Caucasian_female_happy_frontal.jpg,5,5,1,1.6786565540051015
2,243,img\Rafd090_12_Caucasian_female_fearful_frontal.jpg,4,4,1,2.759865351162034
2,243,img\Rafd090_09_Caucasian_male_happy_frontal.jpg,5,5,1,1.2863667584981613
2,243,img\Rafd090_08_Caucasian_female_angry_frontal.jpg,1,1,1,1.0715772243001993
2,243,img\Rafd090_10_Caucasian_male_angry_frontal.jpg,1,1,1,1.0174713119956778
2,243,img\Rafd090_05_Caucasian_male_surprised_frontal.jpg,7,7,1,1.238023644739087
2,243,img\Rafd090_05_Caucasian_male_happy_frontal.jpg,5,5,1,1.5612298512032794
2,243,img\Rafd090_05_Caucasian_male_angry_frontal.jpg,1,1,1,0.967254705429923
2,243,img\Rafd090_09_Caucasian_male_surprised_frontal.jpg,7,7,1,1.1010062266220757
2,243,img\Rafd090_07_Caucasian_male_happy_frontal.jpg,5,5,1,1.4216660693887206
2,243,img\Rafd090_04_Caucasian_female_contemptuous_frontal.jpg,2,2,1,1.2974257322252924
2,243,img\Rafd090_05_Caucasian_male_contemptuous_frontal.jpg,2,2,1,1.2580973152357728
2,243,img\Rafd090_14_Caucasian_female_disgusted_frontal.jpg,3,3,1,4.469273318102751
2,243,img\Rafd090_07_Caucasian_male_surprised_frontal.jpg,7,7,1,1.255004535579019
2,243,img\Rafd090_08_Caucasian_female_happy_frontal.jpg,5,5,1,1.3855438215334743
2,243,img\Rafd090_04_Caucasian_female_angry_frontal.jpg,1,1,1,1.430754492649612
2,243,img\Rafd090_08_Caucasian_female_disgusted_frontal.jpg,3,3,1,1.4019778297906669
2,243,img\Rafd090_08_Caucasian_female_fearful_frontal.jpg,1,4,0,2.4546395427837524
2,243,img\Rafd090_07_Caucasian_male_contemptuous_frontal.jpg,2,2,1,4.537006965753562
2,243,img\Rafd090_08_Caucasian_female_surprised_frontal.jpg,7,7,1,1.2401570467595775
2,243,img\Rafd090_02_Caucasian_female_sad_frontal.jpg,6,6,1,12.771275692282416
2,243,img\Rafd090_14_Caucasian_female_happy_frontal.jpg,5,5,1,3.456962393889853
2,243,img\Rafd090_09_Caucasian_male_angry_frontal.jpg,1,1,1,1.7796002530965325
2,243,img\Rafd090_12_Caucasian_female_angry_frontal.jpg,1,1,1,8.752614957331843
2,243,img\Rafd090_03_Caucasian_male_fearful_frontal.jpg,4,4,1,1.7351697762446747
2,243,img\Rafd090_08_Caucasian_female_sad_frontal.jpg,2,6,0,3.0462157778424626
2,243,img\Rafd090_10_Caucasian_male_happy_frontal.jpg,5,5,1,1.392861875751123
2,243,img\Rafd090_09_Caucasian_male_disgusted_frontal.jpg,1,3,0,10.197853905824104
2,243,img\Rafd090_10_Caucasian_male_surprised_frontal.jpg,7,7,1,1.7703984403581217
2,243,img\Rafd090_09_Caucasian_male_sad_frontal.jpg,6,6,1,1.448164676984561
2,243,img\Rafd090_10_Caucasian_male_sad_frontal.jpg,6,6,1,1.2267089614083488
2,243,img\Rafd090_12_Caucasian_female_sad_frontal.jpg,2,6,0,4.222542948014279
2,243,img\Rafd090_14_Caucasian_female_sad_frontal.jpg,6,6,1,7.210342146915309
2,243,img\Rafd090_09_Caucasian_male_contemptuous_frontal.jpg,2,2,1,1.1268058324187677
2,243,img\Rafd090_02_Caucasian_female_fearful_frontal.jpg,4,4,1,5.622646818375188
2,243,img\Rafd090_10_Caucasian_male_contemptuous_frontal.jpg,2,2,1,1.1145933657355727
2,243,img\Rafd090_03_Caucasian_male_disgusted_frontal.jpg,1,3,0,1.5383200439000575
2,243,img\Rafd090_12_Caucasian_female_contemptuous_frontal.jpg,2,2,1,0.8655690751897964
2,243,img\Rafd090_04_Caucasian_female_surprised_frontal.jpg,7,7,1,1.0274337208174984
2,243,img\Rafd090_12_Caucasian_female_disgusted_frontal.jpg,3,3,1,2.662777360927521
2,243,img\Rafd090_10_Caucasian_male_disgusted_frontal.jpg,3,3,1,2.0252718547719724
2,243,img\Rafd090_03_Caucasian_male_angry_frontal.jpg,2,1,0,15.62102250244493
2,243,img\Rafd090_10_Caucasian_male_fearful_frontal.jpg,4,4,1,4.3364797746769455
2,243,img\Rafd090_07_Caucasian_male_sad_frontal.jpg,6,6,1,3.3512572699921748
2,243,img\Rafd090_03_Caucasian_male_surprised_frontal.jpg,7,7,1,4.3581600294160125
2,243,img\Rafd090_09_Caucasian_male_fearful_frontal.jpg,4,4,1,1.6580672646912262
2,243,img\Rafd090_04_Caucasian_female_fearful_frontal.jpg,4,4,1,4.709835393942285
2,243,img\Rafd090_04_Caucasian_female_disgusted_frontal.jpg,3,3,1,3.389563315191026
2,243,img\Rafd090_08_Caucasian_female_contemptuous_frontal.jpg,2,2,1,1.2108176361232381
2,243,img\Rafd090_07_Caucasian_male_disgusted_frontal.jpg,1,3,0,2.742662347600799
2,284,img/Rafd090_02_Caucasian_female_surprised_frontal.jpg,7,7,1,2.129157066345215
2,284,img/Rafd090_04_Caucasian_female_happy_frontal.jpg,5,5,1,1.4539761543273926
2,284,img/Rafd090_02_Caucasian_female_happy_frontal.jpg,5,5,1,1.2477810382843018
2,284,img/Rafd090_08_Caucasian_female_happy_frontal.jpg,5,5,1,0.7429549694061279
2,284,img/Rafd090_08_Caucasian_female_surprised_frontal.jpg,7,7,1,0.8817751407623291
2,284,img/Rafd090_07_Caucasian_male_disgusted_frontal.jpg,3,3,1,2.4475719928741455
2,284,img/Rafd090_10_Caucasian_male_happy_frontal.jpg,5,5,1,1.1803221702575684
2,284,img/Rafd090_05_Caucasian_male_sad_frontal.jpg,7,6,0,3.452878952026367
2,284,img/Rafd090_12_Caucasian_female_angry_frontal.jpg,1,1,1,2.0197060108184814
2,284,img/Rafd090_12_Caucasian_female_contemptuous_frontal.jpg,2,2,1,2.1281158924102783
2,284,img/Rafd090_10_Caucasian_male_fearful_frontal.jpg,2,4,0,8.096513986587524
2,284,img/Rafd090_05_Caucasian_male_surprised_frontal.jpg,7,7,1,0.41552114486694336
2,284,img/Rafd090_09_Caucasian_male_happy_frontal.jpg,5,5,1,0.9903390407562256
2,284,img/Rafd090_08_Caucasian_female_fearful_frontal.jpg,7,4,0,4.432086944580078
2,284,img/Rafd090_07_Caucasian_male_sad_frontal.jpg,6,6,1,4.04470682144165
2,284,img/Rafd090_04_Caucasian_female_sad_frontal.jpg,6,6,1,1.2229840755462646
2,284,img/Rafd090_08_Caucasian_female_contemptuous_frontal.jpg,6,2,0,2.5122251510620117
2,284,img/Rafd090_14_Caucasian_female_angry_frontal.jpg,1,1,1,1.5215580463409424
2,284,img/Rafd090_02_Caucasian_female_angry_frontal.jpg,1,1,1,0.5280799865722656
2,284,img/Rafd090_12_Caucasian_female_disgusted_frontal.jpg,3,3,1,2.7147200107574463
2,284,img/Rafd090_05_Caucasian_male_angry_frontal.jpg,1,1,1,0.718174934387207
2,284,img/Rafd090_12_Caucasian_female_sad_frontal.jpg,6,6,1,2.250839948654175
2,284,img/Rafd090_04_Caucasian_female_angry_frontal.jpg,1,1,1,3.0230228900909424
2,284,img/Rafd090_03_Caucasian_male_fearful_frontal.jpg,4,4,1,2.2452268600463867
2,284,img/Rafd090_07_Caucasian_male_angry_frontal.jpg,1,1,1,0.8496158123016357
2,284,img/Rafd090_03_Caucasian_male_disgusted_frontal.jpg,2,3,0,1.8407039642333984
2,284,img/Rafd090_07_Caucasian_male_fearful_frontal.jpg,4,4,1,3.003789186477661
2,284,img/Rafd090_04_Caucasian_female_fearful_frontal.jpg,4,4,1,1.9721109867095947
2,284,img/Rafd090_09_Caucasian_male_surprised_frontal.jpg,7,7,1,0.49033498764038086
2,284,img/Rafd090_07_Caucasian_male_contemptuous_frontal.jpg,2,2,1,5.52669095993042
2,284,img/Rafd090_10_Caucasian_male_angry_frontal.jpg,2,1,0,2.587800979614258
2,284,img/Rafd090_12_Caucasian_female_surprised_frontal.jpg,7,7,1,1.9874260425567627
2,284,img/Rafd090_04_Caucasian_female_surprised_frontal.jpg,7,7,1,0.632908821105957
2,284,img/Rafd090_09_Caucasian_male_disgusted_frontal.jpg,3,3,1,3.903311014175415
2,284,img/Rafd090_03_Caucasian_male_happy_frontal.jpg,5,5,1,1.6152169704437256
2,284,img/Rafd090_14_Caucasian_female_fearful_frontal.jpg,4,4,1,6.1312010288238525
2,284,img/Rafd090_02_Caucasian_female_disgusted_frontal.jpg,3,3,1,2.2972471714019775
2,284,img/Rafd090_14_Caucasian_female_sad_frontal.jpg,7,6,0,10.323714971542358
2,284,img/Rafd090_14_Caucasian_female_contemptuous_frontal.jpg,2,2,1,2.8729610443115234
2,284,img/Rafd090_10_Caucasian_male_sad_frontal.jpg,6,6,1,1.3663060665130615
2,284,img/Rafd090_08_Caucasian_female_sad_frontal.jpg,6,6,1,1.3203709125518799
2,284,img/Rafd090_12_Caucasian_female_happy_frontal.jpg,5,5,1,1.805919885635376
2,284,img/Rafd090_08_Caucasian_female_angry_frontal.jpg,1,1,1,3.3531980514526367
2,284,img/Rafd090_02_Caucasian_female_sad_frontal.jpg,6,6,1,1.1972661018371582
2,284,img/Rafd090_05_Caucasian_male_happy_frontal.jpg,5,5,1,1.6016840934753418
2,284,img/Rafd090_12_Caucasian_female_fearful_frontal.jpg,4,4,1,1.2134840488433838
2,284,img/Rafd090_05_Caucasian_male_contemptuous_frontal.jpg,2,2,1,4.623459100723267
2,284,img/Rafd090_02_Caucasian_female_fearful_frontal.jpg,3,4,0,1.7804598808288574
2,284,img/Rafd090_09_Caucasian_male_angry_frontal.jpg,2,1,0,1.449911117553711
2,284,img/Rafd090_09_Caucasian_male_contemptuous_frontal.jpg,2,2,1,2.4113550186157227
2,284,img/Rafd090_10_Caucasian_male_disgusted_frontal.jpg,3,3,1,1.1056139469146729
2,284,img/Rafd090_09_Caucasian_male_sad_frontal.jpg,7,6,0,4.591856002807617
2,284,img/Rafd090_10_Caucasian_male_surprised_frontal.jpg,7,7,1,0.6068131923675537
2,284,img/Rafd090_07_Caucasian_male_happy_frontal.jpg,5,5,1,5.1189820766448975
2,284,img/Rafd090_05_Caucasian_male_fearful_frontal.jpg,7,4,0,1.6832859516143799
2,284,img/Rafd090_08_Caucasian_female_disgusted_frontal.jpg,3,3,1,1.9489538669586182
2,284,img/Rafd090_05_Caucasian_male_disgusted_frontal.jpg,2,3,0,4.300040006637573
2,284,img/Rafd090_04_Caucasian_female_contemptuous_frontal.jpg,2,2,1,0.8854210376739502
2,284,img/Rafd090_03_Caucasian_male_surprised_frontal.jpg,7,7,1,1.323988914489746
2,284,img/Rafd090_14_Caucasian_female_happy_frontal.jpg,5,5,1,1.9620959758758545
2,284,img/Rafd090_03_Caucasian_male_angry_frontal.jpg,7,1,0,4.177940130233765
2,284,img/Rafd090_07_Caucasian_male_surprised_frontal.jpg,7,7,1,1.3430891036987305
2,284,img/Rafd090_03_Caucasian_male_contemptuous_frontal.jpg,5,2,0,1.6680469512939453
2,284,img/Rafd090_14_Caucasian_female_surprised_frontal.jpg,7,7,1,0.5495781898498535
2,284,img/Rafd090_03_Caucasian_male_sad_frontal.jpg,6,6,1,1.0717189311981201
2,284,img/Rafd090_02_Caucasian_female_contemptuous_frontal.jpg,2,2,1,1.1343579292297363
2,284,img/Rafd090_04_Caucasian_female_disgusted_frontal.jpg,2,3,0,1.299178123474121
2,284,img/Rafd090_10_Caucasian_male_contemptuous_frontal.jpg,2,2,1,1.4014861583709717
2,284,img/Rafd090_09_Caucasian_male_fearful_frontal.jpg,7,4,0,3.429481029510498
2,284,img/Rafd090_14_Caucasian_female_disgusted_frontal.jpg,2,3,0,1.3026800155639648
2,440,img/Rafd090_12_Caucasian_female_disgusted_frontal.jpg,3,3,1,1.722398042678833
2,440,img/Rafd090_10_Caucasian_male_fearful_frontal.jpg,7,4,0,1.82197904586792
2,440,img/Rafd090_02_Caucasian_female_contemptuous_frontal.jpg,6,2,0,0.7238211631774902
2,440,img/Rafd090_07_Caucasian_male_disgusted_frontal.jpg,3,3,1,0.2797379493713379
2,440,img/Rafd090_14_Caucasian_female_angry_frontal.jpg,2,1,0,3.1336050033569336
2,440,img/Rafd090_09_Caucasian_male_surprised_frontal.jpg,7,7,1,0.40816783905029297
2,440,img/Rafd090_10_Caucasian_male_angry_frontal.jpg,3,1,0,3.0296530723571777
2,440,img/Rafd090_09_Caucasian_male_fearful_frontal.jpg,7,4,0,0.678534984588623
2,440,img/Rafd090_09_Caucasian_male_sad_frontal.jpg,6,6,1,1.189319133758545
2,440,img/Rafd090_09_Caucasian_male_disgusted_frontal.jpg,3,3,1,1.9451968669891357
2,440,img/Rafd090_04_Caucasian_female_disgusted_frontal.jpg,3,3,1,0.2964050769805908
2,440,img/Rafd090_05_Caucasian_male_fearful_frontal.jpg,7,4,0,0.7380921840667725
2,440,img/Rafd090_10_Caucasian_male_sad_frontal.jpg,6,6,1,0.20198988914489746
2,440,img/Rafd090_10_Caucasian_male_contemptuous_frontal.jpg,6,2,0,0.13674116134643555
2,440,img/Rafd090_07_Caucasian_male_surprised_frontal.jpg,7,7,1,0.4006989002227783
2,440,img/Rafd090_02_Caucasian_female_angry_frontal.jpg,2,1,0,1.8133409023284912
2,440,img/Rafd090_02_Caucasian_female_surprised_frontal.jpg,7,7,1,0.3771519660949707
2,440,img/Rafd090_10_Caucasian_male_happy_frontal.jpg,5,5,1,2.481065034866333
2,440,img/Rafd090_12_Caucasian_female_happy_frontal.jpg,5,5,1,1.1993811130523682
2,440,img/Rafd090_12_Caucasian_female_angry_frontal.jpg,2,1,0,2.432077169418335
2,440,img/Rafd090_07_Caucasian_male_fearful_frontal.jpg,4,4,1,2.4200868606567383
2,440,img/Rafd090_09_Caucasian_male_contemptuous_frontal.jpg,6,2,0,1.8657290935516357
2,440,img/Rafd090_08_Caucasian_female_sad_frontal.jpg,6,6,1,1.0540668964385986
2,440,img/Rafd090_10_Caucasian_male_surprised_frontal.jpg,7,7,1,2.295827865600586
2,440,img/Rafd090_08_Caucasian_female_contemptuous_frontal.jpg,6,2,0,0.3692760467529297
2,440,img/Rafd090_03_Caucasian_male_fearful_frontal.jpg,4,4,1,58.892292976379395
2,440,img/Rafd090_12_Caucasian_female_surprised_frontal.jpg,7,7,1,0.31417417526245117
2,440,img/Rafd090_07_Caucasian_male_angry_frontal.jpg,1,1,1,3.270787000656128
2,440,img/Rafd090_03_Caucasian_male_sad_frontal.jpg,6,6,1,0.3900899887084961
2,440,img/Rafd090_14_Caucasian_female_surprised_frontal.jpg,7,7,1,0.2922229766845703
2,440,img/Rafd090_04_Caucasian_female_fearful_frontal.jpg,4,4,1,4.04059100151062
2,440,img/Rafd090_08_Caucasian_female_fearful_frontal.jpg,4,4,1,1.1965150833129883
2,440,img/Rafd090_08_Caucasian_female_disgusted_frontal.jpg,3,3,1,0.43834495544433594
2,440,img/Rafd090_05_Caucasian_male_sad_frontal.jpg,6,6,1,1.072422981262207
2,440,img/Rafd090_12_Caucasian_female_sad_frontal.jpg,6,6,1,0.3037891387939453
2,440,img/Rafd090_07_Caucasian_male_sad_frontal.jpg,6,6,1,0.43961501121520996
