test_round,subj,stim,response,emotion,correct,rt
1,2081,img/Rafd090_10_Caucasian_male_disgusted_frontal.jpg,2,3,0,36.213433027267456
1,2081,img/Rafd090_02_Caucasian_female_fearful_frontal.jpg,3,4,0,3.344290018081665
1,2081,img/Rafd090_08_Caucasian_female_fearful_frontal.jpg,7,4,0,1.6535389423370361
1,2081,img/Rafd090_04_Caucasian_female_contemptuous_frontal.jpg,7,2,0,2.6021728515625
1,2081,img/Rafd090_03_Caucasian_male_sad_frontal.jpg,6,6,1,1.4278299808502197
1,2081,img/Rafd090_10_Caucasian_male_sad_frontal.jpg,3,6,0,2.5869510173797607
1,2081,img/Rafd090_03_Caucasian_male_disgusted_frontal.jpg,2,3,0,5.379791975021362
1,2081,img/Rafd090_04_Caucasian_female_surprised_frontal.jpg,7,7,1,3.4101221561431885
1,2081,img/Rafd090_08_Caucasian_female_surprised_frontal.jpg,7,7,1,1.3041269779205322
1,2081,img/Rafd090_04_Caucasian_female_sad_frontal.jpg,2,6,0,4.422933101654053
1,2081,img/Rafd090_09_Caucasian_male_fearful_frontal.jpg,4,4,1,5.7378740310668945
1,2081,img/Rafd090_07_Caucasian_male_sad_frontal.jpg,3,6,0,2.738801956176758
1,2081,img/Rafd090_09_Caucasian_male_angry_frontal.jpg,7,1,0,3.071838140487671
1,2081,img/Rafd090_02_Caucasian_female_happy_frontal.jpg,5,5,1,1.7682781219482422
1,2081,img/Rafd090_05_Caucasian_male_surprised_frontal.jpg,7,7,1,1.9439311027526855
1,2081,img/Rafd090_14_Caucasian_female_angry_frontal.jpg,2,1,0,7.542697191238403
1,2081,img/Rafd090_07_Caucasian_male_happy_frontal.jpg,5,5,1,1.7894740104675293
1,2081,img/Rafd090_02_Caucasian_female_contemptuous_frontal.jpg,2,2,1,1.8427801132202148
1,2081,img/Rafd090_10_Caucasian_male_surprised_frontal.jpg,4,7,0,4.897917985916138
1,2081,img/Rafd090_14_Caucasian_female_fearful_frontal.jpg,7,4,0,1.6924049854278564
1,2081,img/Rafd090_14_Caucasian_female_contemptuous_frontal.jpg,2,2,1,9.94434380531311
1,2081,img/Rafd090_08_Caucasian_female_sad_frontal.jpg,2,6,0,1.839311122894287
1,2081,img/Rafd090_02_Caucasian_female_surprised_frontal.jpg,4,7,0,2.566206932067871
1,2081,img/Rafd090_10_Caucasian_male_fearful_frontal.jpg,7,4,0,2.552194833755493
1,2081,img/Rafd090_08_Caucasian_female_disgusted_frontal.jpg,3,3,1,1.745682954788208
1,2081,img/Rafd090_05_Caucasian_male_contemptuous_frontal.jpg,2,2,1,12.833491802215576
1,2081,img/Rafd090_02_Caucasian_female_angry_frontal.jpg,2,1,0,2.527191162109375
1,2081,img/Rafd090_04_Caucasian_female_fearful_frontal.jpg,1,4,0,6.950921058654785
1,2081,img/Rafd090_04_Caucasian_female_disgusted_frontal.jpg,3,3,1,1.4319369792938232
1,2081,img/Rafd090_05_Caucasian_male_sad_frontal.jpg,2,6,0,7.519010066986084
1,2081,img/Rafd090_09_Caucasian_male_happy_frontal.jpg,5,5,1,1.6620700359344482
1,2081,img/Rafd090_08_Caucasian_female_contemptuous_frontal.jpg,2,2,1,6.75772500038147
1,2081,img/Rafd090_02_Caucasian_female_disgusted_frontal.jpg,3,3,1,1.3769009113311768
1,2081,img/Rafd090_12_Caucasian_female_fearful_frontal.jpg,4,4,1,1.3702099323272705
1,2081,img/Rafd090_10_Caucasian_male_contemptuous_frontal.jpg,2,2,1,1.3638269901275635
1,2081,img/Rafd090_10_Caucasian_male_angry_frontal.jpg,7,1,0,2.9578239917755127
1,2081,img/Rafd090_12_Caucasian_female_angry_frontal.jpg,1,1,1,2.1259689331054688
1,2081,img/Rafd090_12_Caucasian_female_surprised_frontal.jpg,7,7,1,1.0416710376739502
1,2081,img/Rafd090_14_Caucasian_female_disgusted_frontal.jpg,3,3,1,2.8162848949432373
1,2081,img/Rafd090_14_Caucasian_female_sad_frontal.jpg,7,6,0,1.599524974822998
1,2081,img/Rafd090_07_Caucasian_male_fearful_frontal.jpg,4,4,1,1.7357251644134521
1,2081,img/Rafd090_03_Caucasian_male_surprised_frontal.jpg,7,7,1,1.537106990814209
1,2081,img/Rafd090_12_Caucasian_female_contemptuous_frontal.jpg,2,2,1,1.2189409732818604
1,2081,img/Rafd090_12_Caucasian_female_sad_frontal.jpg,4,6,0,2.1890180110931396
1,2081,img/Rafd090_09_Caucasian_male_contemptuous_frontal.jpg,3,2,0,2.7152838706970215
1,2081,img/Rafd090_04_Caucasian_female_angry_frontal.jpg,2,1,0,1.0883369445800781
1,2081,img/Rafd090_04_Caucasian_female_happy_frontal.jpg,5,5,1,2.5656609535217285
1,2081,img/Rafd090_05_Caucasian_male_disgusted_frontal.jpg,2,3,0,1.6351490020751953
1,2081,img/Rafd090_07_Caucasian_male_disgusted_frontal.jpg,3,3,1,7.574203968048096
1,3119,img/Rafd090_05_Caucasian_male_contemptuous_frontal.jpg,4,2,0,5.120051860809326
1,3119,img/Rafd090_05_Caucasian_male_disgusted_frontal.jpg,3,3,1,3.059206962585449
1,3119,img/Rafd090_10_Caucasian_male_contemptuous_frontal.jpg,6,2,0,2.329519033432007
1,3119,img/Rafd090_02_Caucasian_female_happy_frontal.jpg,5,5,1,1.554621934890747
1,3119,img/Rafd090_14_Caucasian_female_sad_frontal.jpg,6,6,1,1.8566479682922363
1,3119,img/Rafd090_05_Caucasian_male_sad_frontal.jpg,1,6,0,3.5790328979492188
1,3119,img/Rafd090_08_Caucasian_female_angry_frontal.jpg,2,1,0,4.918523073196411
1,3119,img/Rafd090_03_Caucasian_male_sad_frontal.jpg,6,6,1,1.3127970695495605
1,3119,img/Rafd090_04_Caucasian_female_fearful_frontal.jpg,7,4,0,2.3673219680786133
1,3119,img/Rafd090_05_Caucasian_male_happy_frontal.jpg,5,5,1,2.0473480224609375
1,3119,img/Rafd090_08_Caucasian_female_disgusted_frontal.jpg,3,3,1,1.6909010410308838
1,3119,img/Rafd090_10_Caucasian_male_surprised_frontal.jpg,4,7,0,3.6437230110168457
1,3119,img/Rafd090_03_Caucasian_male_contemptuous_frontal.jpg,2,2,1,4.89302396774292
1,3119,img/Rafd090_08_Caucasian_female_happy_frontal.jpg,5,5,1,1.4885890483856201
1,3119,img/Rafd090_08_Caucasian_female_contemptuous_frontal.jpg,6,2,0,1.664005994796753
1,3119,img/Rafd090_14_Caucasian_female_fearful_frontal.jpg,7,4,0,1.440850019454956
1,3119,img/Rafd090_08_Caucasian_female_sad_frontal.jpg,2,6,0,1.4190418720245361
1,3119,img/Rafd090_14_Caucasian_female_happy_frontal.jpg,5,5,1,1.6134819984436035
1,3119,img/Rafd090_05_Caucasian_male_angry_frontal.jpg,2,1,0,1.7692630290985107
1,3119,img/Rafd090_10_Caucasian_male_fearful_frontal.jpg,1,4,0,1.7269210815429688
1,3119,img/Rafd090_12_Caucasian_female_surprised_frontal.jpg,7,7,1,1.101722002029419
1,3119,img/Rafd090_02_Caucasian_female_fearful_frontal.jpg,3,4,0,1.6439268589019775
1,3119,img/Rafd090_07_Caucasian_male_surprised_frontal.jpg,7,7,1,0.6220557689666748
1,3119,img/Rafd090_03_Caucasian_male_disgusted_frontal.jpg,1,3,0,1.3095729351043701
1,3119,img/Rafd090_14_Caucasian_female_contemptuous_frontal.jpg,6,2,0,2.9400908946990967
1,3119,img/Rafd090_10_Caucasian_male_sad_frontal.jpg,2,6,0,1.751033067703247
1,3119,img/Rafd090_09_Caucasian_male_angry_frontal.jpg,1,1,1,1.2768750190734863
1,3119,img/Rafd090_12_Caucasian_female_sad_frontal.jpg,4,6,0,1.9002490043640137
1,3119,img/Rafd090_03_Caucasian_male_happy_frontal.jpg,6,5,0,3.0948879718780518
1,3119,img/Rafd090_05_Caucasian_male_surprised_frontal.jpg,4,7,0,2.0037858486175537
1,3119,img/Rafd090_08_Caucasian_female_surprised_frontal.jpg,7,7,1,1.3124580383300781
1,3119,img/Rafd090_03_Caucasian_male_fearful_frontal.jpg,7,4,0,4.143007040023804
1,3119,img/Rafd090_12_Caucasian_female_happy_frontal.jpg,5,5,1,1.590054988861084
1,3119,img/Rafd090_02_Caucasian_female_disgusted_frontal.jpg,4,3,0,2.5315871238708496
1,3119,img/Rafd090_03_Caucasian_male_surprised_frontal.jpg,7,7,1,1.1416571140289307
1,3119,img/Rafd090_10_Caucasian_male_happy_frontal.jpg,5,5,1,1.786945104598999
1,3119,img/Rafd090_07_Caucasian_male_angry_frontal.jpg,2,1,0,1.35148286819458
1,3119,img/Rafd090_14_Caucasian_female_disgusted_frontal.jpg,2,3,0,1.244386911392212
1,3119,img/Rafd090_05_Caucasian_male_fearful_frontal.jpg,7,4,0,1.7008368968963623
1,3119,img/Rafd090_04_Caucasian_female_contemptuous_frontal.jpg,1,2,0,1.4699280261993408
1,3119,img/Rafd090_07_Caucasian_male_contemptuous_frontal.jpg,2,2,1,2.5188968181610107
1,3119,img/Rafd090_12_Caucasian_female_contemptuous_frontal.jpg,6,2,0,2.016796827316284
1,3119,img/Rafd090_10_Caucasian_male_angry_frontal.jpg,1,1,1,0.8375949859619141
1,3119,img/Rafd090_04_Caucasian_female_surprised_frontal.jpg,4,7,0,2.613468885421753
1,3119,img/Rafd090_07_Caucasian_male_happy_frontal.jpg,5,5,1,1.3486299514770508
1,3119,img/Rafd090_02_Caucasian_female_angry_frontal.jpg,7,1,0,1.6013610363006592
1,3119,img/Rafd090_04_Caucasian_female_disgusted_frontal.jpg,2,3,0,1.4533679485321045
1,3119,img/Rafd090_04_Caucasian_female_angry_frontal.jpg,3,1,0,2.4710819721221924
1,3119,img/Rafd090_02_Caucasian_female_sad_frontal.jpg,1,6,0,1.7068839073181152
1,3119,img/Rafd090_12_Caucasian_female_angry_frontal.jpg,6,1,0,2.5866990089416504
1,3119,img/Rafd090_09_Caucasian_male_sad_frontal.jpg,3,6,0,2.243989944458008
1,3119,img/Rafd090_04_Caucasian_female_happy_frontal.jpg,5,5,1,1.8476040363311768
1,3119,img/Rafd090_02_Caucasian_female_surprised_frontal.jpg,7,7,1,1.770719051361084
1,3119,img/Rafd090_12_Caucasian_female_fearful_frontal.jpg,6,4,0,1.823781967163086
1,3119,img/Rafd090_14_Caucasian_female_surprised_frontal.jpg,7,7,1,0.9634041786193848
1,3119,img/Rafd090_09_Caucasian_male_contemptuous_frontal.jpg,2,2,1,1.0781569480895996
1,3119,img/Rafd090_08_Caucasian_female_fearful_frontal.jpg,4,4,1,1.3888161182403564
1,3119,img/Rafd090_14_Caucasian_female_angry_frontal.jpg,2,1,0,2.6563730239868164
1,3119,img/Rafd090_12_Caucasian_female_disgusted_frontal.jpg,3,3,1,1.4694559574127197
1,3119,img/Rafd090_10_Caucasian_male_disgusted_frontal.jpg,3,3,1,1.302790880203247
1,3119,img/Rafd090_02_Caucasian_female_contemptuous_frontal.jpg,6,2,0,2.3337109088897705
1,3119,img/Rafd090_09_Caucasian_male_surprised_frontal.jpg,6,7,0,4.409121990203857
1,3119,img/Rafd090_07_Caucasian_male_disgusted_frontal.jpg,3,3,1,1.9499969482421875
1,3119,img/Rafd090_04_Caucasian_female_sad_frontal.jpg,4,6,0,5.3973939418792725
1,3119,img/Rafd090_03_Caucasian_male_angry_frontal.jpg,2,1,0,1.654914140701294
1,3119,img/Rafd090_07_Caucasian_male_sad_frontal.jpg,1,6,0,1.1519839763641357
1,3119,img/Rafd090_09_Caucasian_male_disgusted_frontal.jpg,3,3,1,1.3083841800689697
1,3119,img/Rafd090_07_Caucasian_male_fearful_frontal.jpg,7,4,0,2.202852964401245
1,3119,img/Rafd090_09_Caucasian_male_happy_frontal.jpg,5,5,1,1.9680521488189697
1,3119,img/Rafd090_09_Caucasian_male_fearful_frontal.jpg,4,4,1,1.9677910804748535
1,3120,img\Rafd090_05_Caucasian_male_surprised_frontal.jpg,7,7,1,5.501679377487108
1,3120,img\Rafd090_04_Caucasian_female_angry_frontal.jpg,1,1,1,3.458038427367285
1,3120,img\Rafd090_12_Caucasian_female_angry_frontal.jpg,1,1,1,0.780516234760114
1,3120,img\Rafd090_05_Caucasian_male_happy_frontal.jpg,5,5,1,1.833718297608641
1,3120,img\Rafd090_03_Caucasian_male_fearful_frontal.jpg,4,4,1,2.9169354417243767
1,3120,img\Rafd090_03_Caucasian_male_disgusted_frontal.jpg,3,3,1,1.5168889660372997
1,3120,img\Rafd090_03_Caucasian_male_surprised_frontal.jpg,7,7,1,1.3087376158159145
1,3120,img\Rafd090_04_Caucasian_female_disgusted_frontal.jpg,7,3,0,7.9011467735793985
1,3120,img\Rafd090_09_Caucasian_male_angry_frontal.jpg,1,1,1,2.860132446375644
1,3120,img\Rafd090_04_Caucasian_female_fearful_frontal.jpg,7,4,0,3.814029591387282
1,3120,img\Rafd090_09_Caucasian_male_disgusted_frontal.jpg,1,3,0,1.5092984037747783
1,3120,img\Rafd090_08_Caucasian_female_fearful_frontal.jpg,2,4,0,0.823791352162516
1,3120,img\Rafd090_02_Caucasian_female_surprised_frontal.jpg,6,7,0,1.1302770436236642
1,3120,img\Rafd090_05_Caucasian_male_fearful_frontal.jpg,7,4,0,1.1115239172471547
1,3120,img\Rafd090_12_Caucasian_female_fearful_frontal.jpg,5,4,0,2.8708143884247193
1,3120,img\Rafd090_02_Caucasian_female_fearful_frontal.jpg,2,4,0,0.8325041436154947
1,3120,img\Rafd090_14_Caucasian_female_sad_frontal.jpg,1,6,0,0.6666480017321419
1,3120,img\Rafd090_12_Caucasian_female_happy_frontal.jpg,5,5,1,1.3619625432093017
1,3120,img\Rafd090_10_Caucasian_male_contemptuous_frontal.jpg,2,2,1,1.4308086209600788
1,3120,img\Rafd090_05_Caucasian_male_sad_frontal.jpg,2,6,0,0.10400194861915679
1,3120,img\Rafd090_07_Caucasian_male_happy_frontal.jpg,5,5,1,1.9992604019680584
1,3120,img\Rafd090_14_Caucasian_female_happy_frontal.jpg,5,5,1,2.1270904726708295
1,3120,img\Rafd090_02_Caucasian_female_contemptuous_frontal.jpg,6,2,0,0.11560687168230288
1,3120,img\Rafd090_07_Caucasian_male_disgusted_frontal.jpg,2,3,0,1.0029593253746043
1,3120,img\Rafd090_04_Caucasian_female_contemptuous_frontal.jpg,6,2,0,0.5667976011826568
1,3120,img\Rafd090_03_Caucasian_male_angry_frontal.jpg,6,1,0,0.4766888966037186
1,3120,img\Rafd090_02_Caucasian_female_happy_frontal.jpg,5,5,1,1.7178888465816726
1,3120,img\Rafd090_04_Caucasian_female_surprised_frontal.jpg,7,7,1,1.2212130714269733
1,3120,img\Rafd090_14_Caucasian_female_disgusted_frontal.jpg,2,3,0,7.238945225882958
1,3120,img\Rafd090_03_Caucasian_male_happy_frontal.jpg,5,5,1,1.6567705183625776
1,3120,img\Rafd090_08_Caucasian_female_surprised_frontal.jpg,1,7,0,1.3231679433482668
1,3120,img\Rafd090_08_Caucasian_female_happy_frontal.jpg,5,5,1,3.1792892952868215
1,3120,img\Rafd090_07_Caucasian_male_contemptuous_frontal.jpg,2,2,1,0.9576385311443119
1,3120,img\Rafd090_09_Caucasian_male_fearful_frontal.jpg,2,4,0,1.3581973592851
1,3120,img\Rafd090_07_Caucasian_male_sad_frontal.jpg,1,6,0,1.2860485213639095
1,3120,img\Rafd090_08_Caucasian_female_sad_frontal.jpg,2,6,0,0.5899733838033399
1,3120,img\Rafd090_04_Caucasian_female_sad_frontal.jpg,3,6,0,2.88247390642141
1,3120,img\Rafd090_09_Caucasian_male_contemptuous_frontal.jpg,2,2,1,1.1872494232535473
1,3120,img\Rafd090_14_Caucasian_female_contemptuous_frontal.jpg,2,2,1,0.3602038397502838
1,3120,img\Rafd090_10_Caucasian_male_happy_frontal.jpg,5,5,1,1.5989059548606974
1,3120,img\Rafd090_05_Caucasian_male_disgusted_frontal.jpg,3,3,1,1.219274251349475
1,3120,img\Rafd090_08_Caucasian_female_contemptuous_frontal.jpg,2,2,1,0.2711800344928861
1,3120,img\Rafd090_14_Caucasian_female_fearful_frontal.jpg,4,4,1,3.8890607618279773
1,3120,img\Rafd090_10_Caucasian_male_disgusted_frontal.jpg,3,3,1,2.1942128437148085
1,3120,img\Rafd090_12_Caucasian_female_disgusted_frontal.jpg,2,3,0,1.9987401169171335
1,3120,img\Rafd090_05_Caucasian_male_contemptuous_frontal.jpg,2,2,1,1.4672831694552997
1,3120,img\Rafd090_09_Caucasian_male_sad_frontal.jpg,1,6,0,1.869265198856283
1,3120,img\Rafd090_14_Caucasian_female_surprised_frontal.jpg,7,7,1,2.0703761357613075
1,3120,img\Rafd090_07_Caucasian_male_fearful_frontal.jpg,4,4,1,2.944216576701706
1,3120,img\Rafd090_03_Caucasian_male_sad_frontal.jpg,6,6,1,1.7100789713381346
1,3120,img\Rafd090_10_Caucasian_male_fearful_frontal.jpg,7,4,0,1.1345872436371565
1,3120,img\Rafd090_09_Caucasian_male_surprised_frontal.jpg,7,7,1,1.0305181012535058
1,3120,img\Rafd090_09_Caucasian_male_happy_frontal.jpg,5,5,1,1.7537115222373814
1,3120,img\Rafd090_04_Caucasian_female_happy_frontal.jpg,5,5,1,0.8882637691222044
1,3120,img\Rafd090_12_Caucasian_female_surprised_frontal.jpg,7,7,1,1.2735766120904373
1,3120,img\Rafd090_02_Caucasian_female_sad_frontal.jpg,1,6,0,1.0513617003009585
1,3120,img\Rafd090_02_Caucasian_female_disgusted_frontal.jpg,1,3,0,1.0219886927826565
1,3120,img\Rafd090_05_Caucasian_male_angry_frontal.jpg,1,1,1,0.5859109607962409
1,3120,img\Rafd090_03_Caucasian_male_contemptuous_frontal.jpg,2,2,1,2.8069961774214107
1,3120,img\Rafd090_02_Caucasian_female_angry_frontal.jpg,1,1,1,0.9475380018068336
1,3120,img\Rafd090_10_Caucasian_male_surprised_frontal.jpg,7,7,1,1.0422051500287353
1,3120,img\Rafd090_14_Caucasian_female_angry_frontal.jpg,1,1,1,0.46930598173821636
1,3120,img\Rafd090_12_Caucasian_female_contemptuous_frontal.jpg,1,2,0,1.06321346712366
1,3120,img\Rafd090_08_Caucasian_female_angry_frontal.jpg,2,1,0,1.457074383497229
1,3120,img\Rafd090_07_Caucasian_male_surprised_frontal.jpg,7,7,1,1.1717472618540796
1,3120,img\Rafd090_08_Caucasian_female_disgusted_frontal.jpg,3,3,1,1.273556080662388
1,3120,img\Rafd090_12_Caucasian_female_sad_frontal.jpg,1,6,0,1.0753974697814783
1,3120,img\Rafd090_10_Caucasian_male_sad_frontal.jpg,2,6,0,1.1166203776289194
1,3120,img\Rafd090_10_Caucasian_male_angry_frontal.jpg,1,1,1,1.620484019083051
1,3120,img\Rafd090_07_Caucasian_male_angry_frontal.jpg,2,1,0,2.8323543575155554
1,3363,img/Rafd090_09_Caucasian_male_happy_frontal.jpg,5,5,1,2.699295997619629
1,3363,img/Rafd090_14_Caucasian_female_angry_frontal.jpg,1,1,1,5.259426116943359
1,3363,img/Rafd090_02_Caucasian_female_surprised_frontal.jpg,7,7,1,2.2554941177368164
1,3363,img/Rafd090_07_Caucasian_male_disgusted_frontal.jpg,2,3,0,2.6152100563049316
1,3363,img/Rafd090_05_Caucasian_male_contemptuous_frontal.jpg,3,2,0,17.396610975265503
1,3363,img/Rafd090_05_Caucasian_male_disgusted_frontal.jpg,1,3,0,1.367344856262207
1,3363,img/Rafd090_14_Caucasian_female_fearful_frontal.jpg,7,4,0,1.1544468402862549
1,3363,img/Rafd090_14_Caucasian_female_contemptuous_frontal.jpg,2,2,1,8.758562088012695
1,3363,img/Rafd090_02_Caucasian_female_contemptuous_frontal.jpg,2,2,1,1.0576651096343994
1,3363,img/Rafd090_04_Caucasian_female_sad_frontal.jpg,6,6,1,1.3934061527252197
1,3363,img/Rafd090_14_Caucasian_female_happy_frontal.jpg,5,5,1,1.6498160362243652
1,3363,img/Rafd090_12_Caucasian_female_surprised_frontal.jpg,7,7,1,2.4443798065185547
1,3363,img/Rafd090_12_Caucasian_female_contemptuous_frontal.jpg,2,2,1,7.990846872329712
1,3363,img/Rafd090_07_Caucasian_male_angry_frontal.jpg,1,1,1,1.714237928390503
1,3363,img/Rafd090_05_Caucasian_male_sad_frontal.jpg,6,6,1,1.473762035369873
1,3363,img/Rafd090_02_Caucasian_female_sad_frontal.jpg,6,6,1,0.7580258846282959
1,3363,img/Rafd090_03_Caucasian_male_contemptuous_frontal.jpg,6,2,0,3.2421019077301025
1,3363,img/Rafd090_09_Caucasian_male_disgusted_frontal.jpg,1,3,0,0.8249130249023438
1,3363,img/Rafd090_10_Caucasian_male_fearful_frontal.jpg,4,4,1,1.5701940059661865
1,3363,img/Rafd090_02_Caucasian_female_angry_frontal.jpg,4,1,0,5.953988075256348
1,3363,img/Rafd090_14_Caucasian_female_surprised_frontal.jpg,7,7,1,0.9221889972686768
1,3363,img/Rafd090_14_Caucasian_female_sad_frontal.jpg,6,6,1,3.167897939682007
1,3363,img/Rafd090_09_Caucasian_male_angry_frontal.jpg,6,1,0,2.3360209465026855
1,3363,img/Rafd090_03_Caucasian_male_surprised_frontal.jpg,7,7,1,0.5114850997924805
1,3363,img/Rafd090_07_Caucasian_male_surprised_frontal.jpg,7,7,1,0.8940160274505615
1,3363,img/Rafd090_04_Caucasian_female_contemptuous_frontal.jpg,2,2,1,1.8280470371246338
1,3363,img/Rafd090_09_Caucasian_male_sad_frontal.jpg,6,6,1,0.7129340171813965
1,3363,img/Rafd090_03_Caucasian_male_angry_frontal.jpg,1,1,1,1.5643959045410156
1,3363,img/Rafd090_09_Caucasian_male_surprised_frontal.jpg,7,7,1,1.2070300579071045
1,3363,img/Rafd090_08_Caucasian_female_happy_frontal.jpg,5,5,1,1.5341870784759521
1,3363,img/Rafd090_10_Caucasian_male_sad_frontal.jpg,6,6,1,0.5780420303344727
1,3363,img/Rafd090_08_Caucasian_female_sad_frontal.jpg,6,6,1,0.4410688877105713
1,3363,img/Rafd090_14_Caucasian_female_disgusted_frontal.jpg,1,3,0,0.5220038890838623
1,3363,img/Rafd090_03_Caucasian_male_disgusted_frontal.jpg,1,3,0,0.6109681129455566
1,3363,img/Rafd090_12_Caucasian_female_sad_frontal.jpg,6,6,1,0.30134010314941406
1,3363,img/Rafd090_03_Caucasian_male_happy_frontal.jpg,5,5,1,0.6943690776824951
1,3363,img/Rafd090_08_Caucasian_female_contemptuous_frontal.jpg,6,2,0,3.998962879180908
1,3363,img/Rafd090_04_Caucasian_female_disgusted_frontal.jpg,1,3,0,0.22429203987121582
1,3363,img/Rafd090_02_Caucasian_female_fearful_frontal.jpg,4,4,1,0.8290579319000244
1,3363,img/Rafd090_07_Caucasian_male_contemptuous_frontal.jpg,3,2,0,2.140655040740967
1,3363,img/Rafd090_10_Caucasian_male_angry_frontal.jpg,6,1,0,0.8539290428161621
1,3363,img/Rafd090_05_Caucasian_male_surprised_frontal.jpg,7,7,1,0.14872980117797852
1,3363,img/Rafd090_09_Caucasian_male_contemptuous_frontal.jpg,2,2,1,1.038125991821289
1,3363,img/Rafd090_12_Caucasian_female_disgusted_frontal.jpg,1,3,0,0.2873270511627197
1,3363,img/Rafd090_08_Caucasian_female_surprised_frontal.jpg,7,7,1,0.2746720314025879
1,3363,img/Rafd090_10_Caucasian_male_happy_frontal.jpg,5,5,1,0.8589818477630615
1,3363,img/Rafd090_10_Caucasian_male_disgusted_frontal.jpg,1,3,0,3.347886085510254
1,3363,img/Rafd090_03_Caucasian_male_fearful_frontal.jpg,4,4,1,1.8438990116119385
1,3363,img/Rafd090_04_Caucasian_female_surprised_frontal.jpg,7,7,1,0.08454489707946777
1,3363,img/Rafd090_07_Caucasian_male_sad_frontal.jpg,6,6,1,1.38490891456604
1,3363,img/Rafd090_04_Caucasian_female_happy_frontal.jpg,5,5,1,0.01710820198059082
1,3363,img/Rafd090_05_Caucasian_male_fearful_frontal.jpg,7,4,0,1.678792953491211
1,3363,img/Rafd090_04_Caucasian_female_fearful_frontal.jpg,4,4,1,0.8767027854919434
1,3363,img/Rafd090_12_Caucasian_female_happy_frontal.jpg,5,5,1,0.20228004455566406
1,3363,img/Rafd090_04_Caucasian_female_angry_frontal.jpg,4,1,0,0.5716109275817871
1,3363,img/Rafd090_10_Caucasian_male_contemptuous_frontal.jpg,6,2,0,2.374328851699829
1,3363,img/Rafd090_05_Caucasian_male_angry_frontal.jpg,1,1,1,0.20451688766479492
1,3363,img/Rafd090_08_Caucasian_female_fearful_frontal.jpg,4,4,1,2.0009799003601074
1,3363,img/Rafd090_02_Caucasian_female_disgusted_frontal.jpg,1,3,0,0.38280415534973145
1,3363,img/Rafd090_08_Caucasian_female_disgusted_frontal.jpg,3,3,1,0.9463741779327393
1,3363,img/Rafd090_10_Caucasian_male_surprised_frontal.jpg,7,7,1,0.20140790939331055
1,3363,img/Rafd090_07_Caucasian_male_happy_frontal.jpg,5,5,1,0.28570103645324707
1,3363,img/Rafd090_03_Caucasian_male_sad_frontal.jpg,6,6,1,0.3692009449005127
1,3363,img/Rafd090_12_Caucasian_female_fearful_frontal.jpg,4,4,1,0.931891918182373
1,3363,img/Rafd090_05_Caucasian_male_happy_frontal.jpg,5,5,1,0.1485729217529297
1,3363,img/Rafd090_08_Caucasian_female_angry_frontal.jpg,4,1,0,0.9076230525970459
1,3363,img/Rafd090_12_Caucasian_female_angry_frontal.jpg,1,1,1,0.5004410743713379
1,3363,img/Rafd090_02_Caucasian_female_happy_frontal.jpg,5,5,1,0.051759958267211914
1,3363,img/Rafd090_09_Caucasian_male_fearful_frontal.jpg,4,4,1,1.8078858852386475
1,3363,img/Rafd090_07_Caucasian_male_fearful_frontal.jpg,4,4,1,0.40689897537231445
1,3668,img/Rafd090_04_Caucasian_female_surprised_frontal.jpg,7,7,1,4.786339044570923
1,3668,img/Rafd090_08_Caucasian_female_disgusted_frontal.jpg,3,3,1,3.997896909713745
1,3668,img/Rafd090_05_Caucasian_male_happy_frontal.jpg,5,5,1,2.426395893096924
1,3668,img/Rafd090_02_Caucasian_female_sad_frontal.jpg,6,6,1,3.5830628871917725
1,3668,img/Rafd090_05_Caucasian_male_fearful_frontal.jpg,7,4,0,5.182005882263184
1,3668,img/Rafd090_08_Caucasian_female_sad_frontal.jpg,2,6,0,5.6716530323028564
1,3668,img/Rafd090_03_Caucasian_male_sad_frontal.jpg,6,6,1,11.810193061828613
1,3668,img/Rafd090_03_Caucasian_male_disgusted_frontal.jpg,1,3,0,5.537430047988892
1,3668,img/Rafd090_14_Caucasian_female_sad_frontal.jpg,2,6,0,7.136690139770508
1,3668,img/Rafd090_02_Caucasian_female_happy_frontal.jpg,5,5,1,1.1863861083984375
1,3668,img/Rafd090_14_Caucasian_female_happy_frontal.jpg,5,5,1,0.8843140602111816
1,3668,img/Rafd090_02_Caucasian_female_disgusted_frontal.jpg,3,3,1,1.342329978942871
1,3668,img/Rafd090_02_Caucasian_female_contemptuous_frontal.jpg,2,2,1,0.8431389331817627
1,3668,img/Rafd090_08_Caucasian_female_surprised_frontal.jpg,7,7,1,1.7256669998168945
1,3668,img/Rafd090_09_Caucasian_male_happy_frontal.jpg,5,5,1,1.0636310577392578
1,3668,img/Rafd090_10_Caucasian_male_happy_frontal.jpg,5,5,1,0.7434930801391602
1,3668,img/Rafd090_07_Caucasian_male_fearful_frontal.jpg,2,4,0,3.043078899383545
1,3668,img/Rafd090_12_Caucasian_female_disgusted_frontal.jpg,3,3,1,0.7966158390045166
1,3668,img/Rafd090_14_Caucasian_female_fearful_frontal.jpg,4,4,1,2.3752501010894775
1,3668,img/Rafd090_10_Caucasian_male_sad_frontal.jpg,6,6,1,1.6787950992584229
1,3668,img/Rafd090_09_Caucasian_male_angry_frontal.jpg,2,1,0,1.8833999633789062
1,3668,img/Rafd090_12_Caucasian_female_angry_frontal.jpg,1,1,1,2.253671169281006
